"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HUN","Hungary","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,137.245504300547,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,137.314003195812,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,136.011274658344,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,134.098182579079,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,134.118304775447,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,140.528121194957,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,141.320567891606,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,148.804846063034,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,154.583150927947,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,159.860321634708,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,165.173346644093,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2022-Q1","Q1-2022","IDX","Index","0","Units",,,170.727553073629,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2022-Q2","Q2-2022","IDX","Index","0","Units",,,175.916774122104,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2022-Q3","Q3-2022","IDX","Index","0","Units",,,172.865247283071,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,143.807268977685,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,144.784225219958,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,145.822451368142,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,147.798558973922,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,136.849874199055,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,145.57210414588,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,154.427172207913,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,152.271487108705,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,159.28296692056,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,164.738766845635,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2021-Q4","Q4-2021","1","RATIOS","0","Units",,,171.920310771898,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2022-Q1","Q1-2022","1","RATIOS","0","Units",,,174.521362479924,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2022-Q2","Q2-2022","1","RATIOS","0","Units",,,179.227366374059,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2022-Q3","Q3-2022","1","RATIOS","0","Units",,,173.068481488611,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2022-Q4","Q4-2022","1","RATIOS","0","Units",,,163.462783551154,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,114.544921736349,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,115.088722830882,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,117.529998887439,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,117.742239590907,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,117.08427837204,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,115.809880017885,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,119.139369992144,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,119.549707237208,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,119.125467877622,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,119.846938676222,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,119.865406830565,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,118.728725922527,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,118.029636030928,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,119.741838114586,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,119.56704000219,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,120.707939011707,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,121.670237588055,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,122.980392030817,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,126.513402443461,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,127.691198999114,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,132.137014558627,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,136.558307852636,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,139.016064210696,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,144.560588379412,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,144.868145535351,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,143.151819614367,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,142.945186235283,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,141.875440098143,,
"FRA","France","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,101.351897229382,,
"FRA","France","HPI_YDH","Price to income ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,101.819015222394,,
"FRA","France","HPI_YDH","Price to income ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,101.732605911754,,
"FRA","France","HPI_YDH","Price to income ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,104.783286625574,,
"FRA","France","HPI_YDH","Price to income ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,108.679065622604,,
"FRA","France","HPI_YDH","Price to income ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,105.198868040907,,
"FRA","France","HPI_YDH","Price to income ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,106.087964256018,,
"FRA","France","HPI_YDH","Price to income ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,108.451923292193,,
"FRA","France","HPI_YDH","Price to income ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,109.93547545997,,
"FRA","France","HPI_YDH","Price to income ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,110.143010850685,,
"FRA","France","HPI_YDH","Price to income ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,109.869799438645,,
"FRA","France","HPI_YDH","Price to income ratio","2022-Q1","Q1-2022","IDX","Index","0","Units",,,112.0141480938,,
"FRA","France","HPI_YDH","Price to income ratio","2022-Q2","Q2-2022","IDX","Index","0","Units",,,112.162928454995,,
"FRA","France","HPI_YDH","Price to income ratio","2022-Q3","Q3-2022","IDX","Index","0","Units",,,111.076870307371,,
"FRA","France","HPI_YDH","Price to income ratio","2022-Q4","Q4-2022","IDX","Index","0","Units",,,109.506326857118,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,110.206173992841,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,110.828587271649,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,111.753199469183,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,112.758720302639,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,113.315249621836,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,115.577809022724,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,118.766725702955,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,121.6249991947,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,125.208325404614,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,129.147873846963,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,132.59947485081,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2022-Q1","Q1-2022","IDX","Index","0","Units",,,136.833179982527,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2022-Q2","Q2-2022","IDX","Index","0","Units",,,139.907657367264,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2022-Q3","Q3-2022","IDX","Index","0","Units",,,139.799786121071,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,102.097018708967,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,102.290064406009,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,102.726428784965,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,103.042924701917,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,103.159837879014,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,103.130906349545,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,103.233189812837,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,103.512601999074,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,103.895637617187,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,104.345917448862,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,104.643801295081,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,105.002984301477,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,105.374052328963,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,105.728978470014,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2022-Q4","Q4-2022","IDX","Index","0","Units",,,106.11834267643,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2023-Q1","Q1-2023","IDX","Index","0","Units",,,106.460116299661,,
"CAN","Canada","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,121.763573833396,,
"CAN","Canada","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,123.154840306226,,
"CAN","Canada","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,124.95573706966,,
"CAN","Canada","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,126.892735741102,,
"CAN","Canada","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,128.655749998628,,
"CAN","Canada","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,130.796919137524,,
"CAN","Canada","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,135.874856021753,,
"CAN","Canada","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,138.916882846748,,
"CAN","Canada","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,144.75692358838,,
"CAN","Canada","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,148.726666076898,,
"CAN","Canada","RHP","Real house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,151.155981788213,,
"CAN","Canada","RHP","Real house price indices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,156.618632308703,,
"CAN","Canada","RHP","Real house price indices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,159.051107417595,,
"CAN","Canada","RHP","Real house price indices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,153.02595982202,,
"CAN","Canada","RHP","Real house price indices, s.a.","2022-Q4","Q4-2022","IDX","Index","0","Units",,,146.59934495003,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,98.433764689392,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,98.6310796098851,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,98.9276534715905,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,99.797925695028,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,101.617093826623,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,99.6432338674267,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,100.541746610922,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,101.482927379875,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,101.940639514095,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,103.754501409246,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,104.621931700724,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,106.08366201705,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,107.175043969741,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,106.848279166647,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,95.6000604033269,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,95.9646812033376,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,96.7208834285873,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,97.5660134762708,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,89.1438601173528,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,95.7495998042897,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,102.137149263103,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,93.8594592569284,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,105.522477087248,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,110.37278775533,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2021-Q4","Q4-2021","1","RATIOS","0","Units",,,114.552202172353,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2022-Q1","Q1-2022","1","RATIOS","0","Units",,,120.875273029775,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2022-Q2","Q2-2022","1","RATIOS","0","Units",,,123.851452892552,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2022-Q3","Q3-2022","1","RATIOS","0","Units",,,122.060606062745,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2022-Q4","Q4-2022","1","RATIOS","0","Units",,,120.174336584099,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,108.164315152226,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,108.615905764439,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,108.590824993555,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,110.298171125507,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,109.458594127885,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,113.025467763141,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,118.606559382783,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,128.223132037648,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,134.531275569073,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,139.935389214963,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,144.867243543256,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2022-Q1","Q1-2022","IDX","Index","0","Units",,,141.287405804952,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2022-Q2","Q2-2022","IDX","Index","0","Units",,,137.683465202773,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2022-Q3","Q3-2022","IDX","Index","0","Units",,,131.000709411083,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,92.1234131566897,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,92.1508138559669,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,92.1875166625198,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,92.1590145555353,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,92.1432630887106,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,92.1835192228912,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,92.1703354836529,,
"GRC","Greece","RPI","Rent prices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,92.1067395932223,,
"GRC","Greece","RPI","Rent prices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,92.2050266659139,,
"GRC","Greece","RPI","Rent prices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,92.3330201102952,,
"GRC","Greece","RPI","Rent prices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,92.4470959486775,,
"GRC","Greece","RPI","Rent prices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,92.721198005225,,
"GRC","Greece","RPI","Rent prices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,93.0181319957058,,
"GRC","Greece","RPI","Rent prices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,93.2214918074783,,
"GRC","Greece","RPI","Rent prices, s.a.","2022-Q4","Q4-2022","IDX","Index","0","Units",,,94.8769601580792,,
"GRC","Greece","RPI","Rent prices, s.a.","2023-Q1","Q1-2023","IDX","Index","0","Units",,,96.3648986690337,,
"USA","United States","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,116.425541474805,,
"USA","United States","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,117.684725276273,,
"USA","United States","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,119.277136694806,,
"USA","United States","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,121.058133122021,,
"USA","United States","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,122.374554162738,,
"USA","United States","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,125.988151155232,,
"USA","United States","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,131.20086003427,,
"USA","United States","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,134.260901056426,,
"USA","United States","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,138.259123699421,,
"USA","United States","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,142.840519317758,,
"USA","United States","RHP","Real house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,146.352554983497,,
"USA","United States","RHP","Real house price indices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,149.901846888383,,
"USA","United States","RHP","Real house price indices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,152.430285161806,,
"USA","United States","RHP","Real house price indices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,150.987058147188,,
"USA","United States","RHP","Real house price indices, s.a.","2022-Q4","Q4-2022","IDX","Index","0","Units",,,150.125369949034,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,113.103277679501,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,112.753793137099,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,112.031940741386,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,112.510852748558,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,112.064242200916,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,113.336861445645,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,114.832477801823,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,116.105605614589,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,117.23544242794,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,117.8735481816,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q4","Q4-2021","1","RATIOS","0","Units",,,118.437937072965,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2022-Q1","Q1-2022","1","RATIOS","0","Units",,,119.054149178717,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2022-Q2","Q2-2022","1","RATIOS","0","Units",,,118.883524516569,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2022-Q3","Q3-2022","1","RATIOS","0","Units",,,118.25586873321,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,112.005270955159,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,112.175529468822,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,112.078305577203,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,112.163564680295,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,112.593365021292,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,117.950420338791,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,122.942766705552,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,126.30798039601,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,128.355618531045,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,129.609384731899,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,129.380144991901,,
